product_id,product_name,catergory,original_price,actual_price,discounted_price,price_tier,rating,rating_count,total_ratings,is_discounted,rating_category,user_id,review_id,review_content,review_word_count
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,$753.33 , $339.00 , $154.00 ,Budget,4.3,13391,57581.3,Yes,Postive,"Tanya,Anu,Akshay,Vishal Sagara Shetty,Swatilekha Sarkar,Jithindas,IBRAHIM S,Sundaram J.","REVG93OC7J7E7,R3P1VSN1MLDAC8,R27M4MEXR2CQKP,RLBENTTPSBBSN,R3AUN77ZPS31VZ,R1JBK2TF7A2F05,R39H9E8JLDDW08,R2HUKS6PKBE2AM","Nice purchase, Really liked it..,Really easy to use and clean. Have made multiple items of fries, chicken nuggets and chicken drumsticks, veg samosas and they have all come out really well. The best part- no oil!! So it's really healthy. The digital touch screen options are precise and it even allows you to change settings seamlessly.It's easy to use and clean. Just soak with a little liquid soap and clean with soft sponge.Highly recommended if you want to go healthy and not have any hassles of deep frying!Totally value for money!,This is a pretty good air fryer, does the job well.,This inalsa Airfryer is very trustworthy and very easy to use ,does the job and has a very reasonable rate.does perfect Airfryer job ??,Inalsa air fryer 4 L is a very good quality product. It came in good packing. We are using it for four days. We fried, fryums, fish etc. It is good to springle some oil on fish. We cooked porotta also. All came out good. The digital board works well. We can add more temp or time. Finishing good. Hot air do not come out in excess. I recommend it for a family of 5 members.,I purchased this product from Amazon and got my delivery on time. I also got a call from Inalsa customer care on date of delivery to book the product demo. The demo technician also arrived on time as per slot allotted and explained about the product very professionally. I liked the product and customer care. Go for this product!,The first look of the product is really impressive. It works good too. I am happy with the purchase.,Cheap and best",873
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,159.46 ", $799.00 , $299.00 ,Midrange,4.2,94363,396324.6,Yes,Postive,"Omkar dhale,JD,HEMALATHA,Ajwadh a.,amar singh chouhan,Ravi Siddan,Himanshu Goel,Udaykumar","R3H7NIOGR51BCC,R3BKEMT5488WIB,R31QG2GYR8A37S,R2NO8ASBTPQKQZ,RVB2FQLVO9N0A,R1366OOBBOMJI2,R21V60CHP3W6KY,R207DKP7LXNDSC","Good design, less noisy and good air through,Good one.. More than expected... But can't tilt down as much... Better change it to screw to adjust up down..,Remote is not provided.,Remote included as mentioned on Q&A sectionsbut not available,,Dislike:1) No remote control 2) noise level highLike:1) worth for money 2) easy to assemble 5) OK good product Tq??????,Good productYou can buy it,Nice fan which one can consider at this price but should have different colour options white gets dirty early which needs care regularly otherwise nice product",443
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables","$2,258.06 ", $700.00 , $219.00 ,Midrange,4.4,426973,1878681.2,Yes,Postive,"Rishav Gossain,Shashank Mallamraju,Purnendu,gunasekaran desomayananam,Anto RK,Sukrit Basak,Manoj Kumar,Sethuram.S","R22ZQT5S2PIBQO,RP1O8SOYEEI2L,RUUA046AAE2O4,R9EFKXYBWPGEM,R3CVDJ2J9QIOBM,R23QZ7HVMFQB5P,R37GCUOM2FLA5S,R19K6RVW961VVG","Good. Apt to IFB washing machine,Useful for ifb washing Machines,Product is good and works fine for a month.,Good,Product is good and the provider also responses very fast . I got the order within 2 days,The product is so good for use.,One of the best. Extremely needful product,Expensive",902
B085DTN6R2,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,305.13 ", $899.00 , $350.00 ,Midrange,4.2,2262,9500.4,Yes,Postive,"Priya,Mansi,Plaban,Vivek,Taufique Ahmed,Praveen kumar,Robbin,arjun sharma","R3BXPMFHV4SWWY,R38TTJ6VHIUZWV,RWDME913KW45B,R1K3HET5H2KKAR,R2274AOJUMM3KD,R3TWY3L3AL5FYY,R3AUNSDP9VKTBV,R37L9U3PHOUSZ1","Usefull for hostal,Borosil Omni kettle is of good quality and serves the purpose. Highly recommended for every household.,Pros:--Cord Length is good.--Cross compatibility with Prestige Kettle Bottoms is nice.(Initially didn't fit but started fitting over time as we sometimes use to put it on the Prestige Bottom out of ignorance.)--VolumeCons:--Initially the water after heating use to have a smell.--Some discoloration on the base of Kettle(dark lining)Disclaimer: I have used two kettles from Prestige which were also good enough but both of them burned out, one of them within a year and has been sent for warranty claim. So I suppose it is in nature of Kettles to stop working after sufficient usage. Going to try KENT(transparent one) next time. (Shi khel chal rha hai Kettles ke saath, kya karen zarurat padti hi hai ghar pe),V good product,Overall a good product except the inside edges at the opening of the kettle is very sharp.... When you are cleaning it we have to be careful else it will cause a cut on the fingers,It's not working after 6 months. Money waste,Liked the kettle very much.Got the kettle today, and its working fine.I liked the cord length, its approximately 1.2meters long.The temperature knob works smooth, i haven't felt big difference in low and high settings thoughThe lid is nice quality too, and made of glass.Coming to the base, it's good quality too.Instructions manual says this kettle can b used for making maggie, for boiling eggs, for brewing tea.And it says ""DON'T USE THE KETTLE TO BOIL MILK""..... So therr you have it folks, you can use this kettle for milk boiling and milk tea purpose.I found a little dent in the inner side on the base , but its minute only, so no worries, says a little about quality control. But its not a trade of really.And just as any other stainless steel utensils get stains at the bottom on boiling water, this one too.So my opinion, use soft water and avoid hard water.And ohh forgot to mention, there is a thermoplastic egg tray given with and easy carry stick, that you have to assemble.Overall a good buy,Nice product",766
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,$997.50 , $399.00 , $159.00 ,Budget,4.1,4768,19548.8,Yes,Postive,"Deepaak Singh,siva k.,MUNDATH BALGOPAL,BOOPATHI,Rakesh,Ana,Xolo,Rushi","R2LQDV6ZW6PDCN,R1UOQIASAHX1RT,R1JFI2SFXY2RHT,R2E769627S4MC8,R2OJJNFKCULCQ5,R2HF7T1QUVDRRY,R301AKJI57TYXO,R3JE7DP45RMLLE","Nice color..,Overall I am satisfied with the product, paint quality and buid quality is good. Only problem that it catches dust very easily so need to clean every week.,Not happy from this product motor of the not good . Within a year fan getting slow. Motor of one our was replaced by within 2 month.another needs repair,Less noise, good. It's look good if they included SS lining for border for brown design,Good product,Noisy fan. And slower speed , more noise.,Remote control spoils the fan operation,Good product",692
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,$458.62 , $399.00 , $349.00 ,Budget,4.4,18757,82530.8,Yes,Postive,"Birendra ku Dash,Aditya Gupta,Abdulla A N,Deepak,Gowtham,Rakesh,Pawan Kumar,Prabhat Raj Pathak","R1DRVWDPCVUHMK,R23XQ10QUS68QY,R2KDJ8P8S6G9O3,R3H5V5Q927ZRI7,R31AIVLTBLTZZL,R17RUD99JNP3QE,R2B2ZOL2SLVIWS,R2DPWOUGJP73L1","Alignment between mug and top springi is not good which resulted water stagnation at top section causing bitter coffee taste,Absolutely amazing….,You can use if you wish to have black coffee or filter coffee. You can’t make coffee using milk.,Initially I got a damaged product and amazon replaced it in a day. This is what I needed to start the mornings. Excellent product.,Good appliance,Decent product for home,Best product for brew coffee lover,Good thing is easy to use, coffee is nice, bad thing is the hot plate doesn't cut off automatically so have to switch off manually and can't put back on to reheat as it will start making coffee.",441
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$44,641.07 "," $24,999.00 "," $13,999.00 ",Premium,4.2,32840,137928,Yes,Postive,"Manoj maddheshiya,Manoj Kumar Sahoo,Saumil s.,Jean-Louis M.,Mahesh,syed azhar abbas,prabakaran,Sidhu","R2K8VZSTF6Y1UH,R30LKPXEPE0CZE,R2714DP5UNSOQ,R1SR34QE2CLNQX,R33PWFEYQMQH30,R1JCIP3VLGLT7E,R2C96SQWZU7SM4,R2QG25I5PKC8ZD","These are the biggest one their models use and you're supposed to trim them as required. Minor hassle as otherwise they perform as intended,Value for money. Suites my bullet model .,Best Bag available for The old style Eureka Forbes vacuum cleaner.,I think my package was old and all the bags look little yellowish otherwise it's fine.,I used only 1 till now.And worked as it has to.,Genuine Eureka Forbes bags works nicely on my age old euroclean xl.,good,Got what I needed",760
B082LSVT4B,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,$643.55 , $399.00 , $249.00 ,Budget,4,43994,175976,Yes,Postive,"ArdKn,Nirbhay kumar,Sagar Viswanathan,Asp,Placeholder,BharanI,sonia,Niam","RP44N8NRPVZ64,R1FETO75Q18Y6N,R3QS7GCDG4CKQ5,R1OAWG0HEQ62FT,R32BTYN4QF56J9,R1D0MOCMENKIT1,R3V1DRV00BSNS5,R2CVEAXB0MKT2Q","So I got it today , I have been using one for years n it stopped working so I thought I’ll buy this for now. Normally I just put water n oil n walla it works but in this one u have a 2wicks given to u which u have to leave in water. Then put one back inside the humidifier. Till d wick stays wet it works n then doesn’t so u have to remove the one inside n dip it in water again to work. Now that’s a lot of work for this.,,Closed small bed room its works.,small in size,I BOUGHT THIS PRODUCT CAUSE I THOUGHT it will help with my allergic problem,The product is smaller than it looked in picture, U have to use it like using yr mobile while charging..THE POWER switch stopped working within 5 days, so I returned d product.if U really want humidifier for medical purpose then go for genuine ( higher price/ Quality) product.,Absolutely useful product, every home must have it. It keeps your home fresh with it's nice aroma.,It is a very good product for a nice smell in your room,Good,",1187
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$1,247.50 ", $499.00 , $199.00 ,Budget,4.1,13045,53484.5,Yes,Postive,"Rohan Narkar,JAGWINDER SINGH,Gursewak Singh,Avii,Amit Sharma,Ritesh Agarwala,Rahul hardaha,Amazon Customer","R3PHYNEGUHVNDJ,R3U3Q0ET3JUC76,R1AJYRLEYBQKHQ,RIJ0LF1TCS88U,R1U7C8WLUNQGS1,R1G0KB7WIUAYV6,RH81LB9FFSVDB,R8LK8I42MTY6L","Its a very nice heater but if u want to warm up ur room this is not something u should buy , this heater is just for warm atmosphere around or near  you . Overall its nice.,Good product,EXCELLENT PRODUCT,The build is lightweight but the rods are not attached firmly. The top rod came off the hinges and stopped working in less than a month. It did not even fall down and the only movement is from one corner of the room to the other. It's too late to return now so I'm using it with just the lower rod but really wasted my money on this.,Good product,I use heaters all the time. I've used Havells, orpat and usha in the past. But Hilton is by far the best, generates good amount of heat, better than other heaters I've used. It's also a good looking one. I'm definitely going to stick to this from hereon.I'm writing this so more people give this a try and this great product gets its due appreciation.,I’m using since 1 week & I must say it’s very good & best in the market,Heating power is very poor",840
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","$36,049.18 "," $21,990.00 "," $13,490.00 ",Premium,4.3,11976,51496.8,Yes,Postive,"NIRMAL.N,Manoj kumar,SOMNATH DAS,Harsha,Pradhut Roy,MAHENDRA NATH DAS,Naveen Kumar,Gopi Sahu","R37X0IRA8XP1DZ,RYGZ67N1YAQ1V,R1RC5PYP8XJQ7F,RSQJ9ZHLKQ8HS,R1HWV58EX5INPJ,R2CBZ8US6D3TFW,R94RMNAVSZNCT,RIP6JERBIMOOZ","Cord is too short,Good quality in this price range,Like the product great quality and easy to use,Ok hai,Good,Light weight working good,Good product value for money,Mind-blowing performance superb worth for money",434
